The Frost Is All Over,jig,6/8,1/8,Dmaj,~d3 edc|dAF GFE|DFA dFA|Bcd efg|fed edc|dAF GFE|DFA dFA|B2c d3:||:~f3 ~a3|~g3 bag|f2a afd|1 ~g3 efg|fef afd|~g3 bag|fga efg|fdc d3:|[2 ~g3 e2g|fga efg|fdB AFA|Bcd ece|fd/e/f gfe||
Hector The Hero,waltz,3/4,1/8,Dmaj,"|: (DE | {E}F4) ((3E/F/E/ D) | (B2 (3cBA) F2 | ( A6 | A4) (DE |{E}F4) ((3E/F/E/ D) | B3 (D F)D | (E4 F2 | E4) (DE |{E}F4) ((3E/F/E/ D) | (B2 (3cBA) F2 | A(D- D2 E2) | F(d- d2 (3BcB) |""(4 Slide)"" (AD- D2) ((3FGF | E4) {FE}D2 | (D6 |[1 D4) :|[2 D3 ||((3A/B/c/ d)c | ~B3 G B2 | (d3 (3c/d/c/) ~B2 | (A6 | A4) B2 |A4 (FG) | ""(4 Slide)"" (AD- D2) E-F | (E6 | E3) ((3A/B/c/ d)c |~B3 G B2 | (d3 (3c/d/c/) ~B2 | AD- D2- E2 | F(d- d2 (3BcB) |""(4 Slide)"" (AD- D2) ((3FGF | E4) {FE}D2 | (D6 | D3) ((3A/B/c/ d)c |~B3 G B2 | (d3 (3c/d/c/) ~B2 | (A6 | A4) B2 |A4 (FG) | ""(4 Slide)"" (AD- D2) E-F | (E6 | E4) (DE |{E}F4) ((3E/F/E/ D) | (B2 (3cBA) F2 | A(D- D2 E2) | F(d- d2 (3BcB) |""(4 Slide)"" (AD- D2) ((3FGF | E4) {FE}D2 | (D6 | D4) |]"
Carolan's Concerto,reel,4/4,1/8,Dmaj,"(3ABc|:""D""d2 dd d2 cB|""A""ABGA F2A2|""A""E2A2""D""D2A2|""Bm""Bc""D""de dcBA|d2a2 fgaf|""A7""efge fgaf|ga""Bm""bg fdfa|""A7""gfed dcBA|""Bm""BdBd ""G""gdgd|""D""Ad Ad fAfA|""G""GB""Em""GB efed|""A7""c2 Bc A3G|""F#m""FG""A7""AF EFGE|""F#m""FG""A7""AF GABG|""A""A2 ""D""d2 fedc|d6 :|(3ABc|:""D""d2""Em""b2 agfe|""D""d2""A""a2c2a2|""G""B2 gB ABcd|""A7""ecBA""D""d2 df|""A""edcB caaa|""G""Bggg ""D""Afff|""A""edcB caaa|""G""Bggg bgbg|""D""afaf ""A""edcB|cA""Em""BG AFGE|""D""DAFA DAFA|""Em""GEBE GEBE|""D""FAdc BAGF|""A7""EFGA Bcde|A2""D""d2 fedc|d6:|"
The Trip To Durrow,reel,4/4,1/8,Dmaj,D2DF ADFA|dfed B3c|dBBA dBBA|FADE FE E2|D2DF ADFA|dfed B3c|dBBA FAdB|AFEG FD D2:||:dcde fefg|afdf gfed|(3Bcd ef gebe|gebe gfef|d2de fefg|afdf gfed|(3Bcd ef gbag|fdec d2de|fdec d2de|fded B3c|dBBA dBBA|FADE FE E2|D2DF ADFA|dfed B3c|dBBA FAdB|AFEG FD D2:|
Chief O'Neill's Favourite,hornpipe,4/4,1/8,Dmaj,|:de|fefg afge|fdec dBAG|FEDE FGAB|=cAd^c A2 de|fefg afge|fdec dBAG|FEDF GBAG|F2 D2 D2:||:DE|=F2FE FGAB|=cAdB =cAGB|Adde fded|=cAd^c A2de|fefg afge|fdec dBAG|FEDF GBAG|F2 D2 D2:|
Dinkey's,reel,4/4,1/8,Amix,|:ed|c2B2 ABcd|egfg edBd|gBBB gBaB|gBBB gfed|cdBc ABcd|egfg edBd|gfgd efed|c2B2 A2:||:eg|aAAA aAbA|aAAA agef|gBBB gBaB|gBBB gfeg|aAAA aAbA|aAAA agef|gfgd efed|cdBc A2:|
Josefin's,waltz,3/4,1/8,Gmaj,"""G""DGA|B d c|BAG|D2 E|""C"" C2 C/2C/2|EGF|E3|""D""D3|""G""DGA|B d c|BAG|D2 E|""C""C2 C/2C/2| EFG|(""D""A3|A)Bc||:""G""dBd|g2f|""C""e3|""G""d3|""C""ced|cBA|""G""B>c B|""D""ABc:||""Em""BAG|""D""F2G|""C""G3|CDC|""G""B,DG|""D""FEF|(""G""G3|G)|"
Miss Monaghan,reel,4/4,1/8,Dmaj,|: D2ED FAAd | B2BA FABc | d2dB ABde | fede fee2 |{E}D2ED FAAd | ~B3A FABc | d2dB ABdB | (3AGF EG FDD2 :||: faab afdf | gefd edBc | ~d3B ABde | fede fee2 |faab afdf | g2fd edBc | d2dB ABdB | AFEG FDD2 :|
The Battering Ram,jig,6/8,1/8,Dmaj,|: dBG BAG | dBG G2B | dBG AGE | GFD D2B |dBG BAG | BdB BAG | AGA BAB | GED D2B :||: deg aga | bge edB | deg aga | bge ega |bag age | ged ege | dAG AGE | GED D2B :||: B2G A2G | BGE DdC | BAG AGE | GED DdC |B2G A2G | BdB BAG | AGA BAB | GED D3 :|
The Drops Of Brandy,slip jig,9/8,1/8,Dmaj,ABA FDF FDF|ABA FDF GFE|ABA FDF FDF|GFG E2 F GFE|ABA FDF FDF|ABA FDF GFE|ABA FDF FDF|GFG E2 F GFE:||DFA dAF dAF|DFA dAF GFE|DFA dAF dAF|GFG E2 F GFE|DFA dAF dAF|DFA dAF GFE|DFA dfe dAF|GFG E2 F GFE:||
The Silver Spire,reel,4/4,1/8,Dmaj,"|:FE|D2FE DFAc|dcdf edAF|GABG FGAF|GFED CEA,C|D2FE DFAc|d2df edAF|G2BG F2AF|EA,CE D2:||:CB,|A,B,CD EFGE|GFEF GABc|dcBA Bcde|f2gf e2 (3ABc|d2fd c2ec|dcdA BAFD|G2BG F2AF|EA,CE D2:|"
MacArthur Road,reel,4/4,1/8,Emaj,|:BG (3GGG Bcef|gfeg fece|f3g fece|acgc fece|BG (3GGG Bcef|gfeg fece|f3g fecB|1 cefg e2z2:|2 cefg efga||be(3eee bec'e|bege fece|f3g fece|aege fece|be(3eee bec'e|bege fece|f3g fecB|cefg efga|be(3eee bec'e|bege fece|f3g fece|aege fece|BG(3GGG Bcef|gfeg fece|f3g fecB|cefg e2z2||
The Black Rogue,jig,6/8,1/8,Amix,| cAA BGG | cAA ABd | cAA BAG | AFD D2 B|cAA BGG | cAA AFD | G2 A (B/c/d)B |1 AFD D2 B :|2 AFD D3 |||: ~f3 ~g3 | afd cBA| ~f3 gfg | afd dfg |agf gfe | fed e/f/ed | cBA BAG | AFD D3 :||
The Snowy Path,slip jig,9/8,1/8,Dmaj,"|""D""F2A B2F A2F|""G""G2B d2e dBA|""D""F2A B2F A2F|""Em""E2D E2F GFE|""D""F2A B2F A2F|""G""G2B d2e dBA|""D""F2A B2F A2F|""Em""E2D E2F GAB||""A""c3 c2e d2c|""G""B2G B2c d2e|""Bm""f3 f2e d2B|""D""A2G F2G A2B|""A""c3 c2e d2c|""G""B2G B2c d2e|""D""d2A B2F A2F|""Em""E2D E2F GFE||"
My Love Is In America,reel,4/4,1/8,Dmaj,|:F2 FG AB=cB|Addc AddA|FEFG AB=cA|GBAG FDDE|F3 G AB=cB|Addc defg|afge dfed|cAGE FD D2:||:fdeg fdec|Addc Addg|fdeg fdec|GBAG FDDg|fdeg fdec|Addc defg|afge dfed|cAGE FD D2:|
The Morning Star,reel,4/4,1/8,Dmaj,~B3 A BGEF|~G2 Bd ef{b}gd|~B3 A BGEF|GB{c}AF ~G3 A:|(3Bcd ef ~g3 e|~f3 e {a}edBG|(3Bcd ef g2 fg|{c'}afdf ~e3 d|(3Bcd ef ~g3 e|~f3 e {a}edBG|Bddc d3 e|f ~a3 gfed||
The Banks Of Lough Gowna,jig,6/8,1/8,Bmin,BcB BAF|FEF DFA|BcB BAF|d2e fed|BcB BAF|FEF DFA|def geg|1 fdB Bdc:|2 fdB ~B3|||:def ~a3|afb afe|dFA def|geg fdB|def ~a3|afb afe|def geg|1 fdB ~B3:|2 fdB Bdc||
The Home Ruler,hornpipe,4/4,1/8,Dmaj,"AF|D2FA DAFA|dfed B2dB|A2AB AFDE|(3FED ED B,DA,B,|D2FA DAFA|dfed B2dB|A2AB AFDE|F2D2 D2 :||dB|Addc d3 f|afbf afed|efed BAFA|fded BdA2|Addc d3 f|afbf afed|efed BAdB|AFEF D2:||"
The Cat's Meow,jig,6/8,1/8,Dmaj,D | FAd fef | afe dBA | BdB BAF | dAF E2 E |FAd fef | afe dBA | B/2c/2de fdB | AFE D2 :|e | fdB AFA | DFA d2 e | gef ged | ced cBA |fdB AFA | DFA d2 e | gec age | edc d2 :|d | FAd fef | agf agf | Ace g2 g | gfe gfe |fef gfg |aga bag |1 faa gec | edc d2 :|2 fdB gec | dAF D2 ||
Swinging On The Gate,reel,4/4,1/8,Gmaj,gedB G2AB|cABG AGEG|DGBd g2fg|eaag fdef|gedB G2AB|cABG AGEG|cABG AGEG|DGGF GABd:||:~g3a bgaf|gfed cBAG|EAAB cBAG|(3EFG AB cdef|~g3a bgaf|gfed cBAB|cABG AGEG|DGGF GABd:|
The Rolling Waves,jig,6/8,1/8,Dmaj,|:F2 E EDE|F2 D DED|F2 E EFA|d2 e fdA||F2 E EDE|F2 D DED|AFE EFA|B3 d3:||:ABd e2 f|d2 cB2 A|ABd e2 f|d2 A B3||ABd ede|fdB BAF|AFE EFA|B3 d3:|
The Frieze Breeches,jig,6/8,1/8,Dmaj,|:FED EFG| Add cAG| A2A BAG| F2F GED|FED EFG|Add cAG|F2F GEA| DED D3:||:d2e fed|efd cAG|A2A BAG|FAF GED|d2e fed|efd cAG|F2F GEA|DED D3:|K:Dmix|:DED c3| AdB cAG|ABc ded| ded cAG|DED c3| AdB cAG| F2F GEA| DED D3:|K:Dmaj|:d2e fed| Add fed| c2d ecA| fed ecA|d2e fed| Add fed|faf gfe| dfe d3:||:fed ecA| ded cAG| A2A BAG| F2F GED|fed ecA| ded cAG| F2F GEA| DED D3:|
Behind The Haystack,jig,6/8,1/8,Dmaj,d2e fdB|d2e fdB|AFE ~E3|AFE EFA|d2e fdB|d2e fdB|AFD ~D3|AFD DFA:||:~B3 BAF|ABc dcB|AFE ~E3|AFE EFA|~B3 BAF|ABc dcB|AFD ~D3|1 AFD DFA:|2 AFD D2f|||:~g3 faf|ede fdB|AFE ~E3|AFE E2f|~g3 faf|ede fdB|AFD ~D3|1 AFD D2f:|2 AFD DFA||
Bill Sullivan's,polka,2/4,1/8,Amaj,|: a2 a>f | ec a>f | ec a>f | ec BA | a2 a>f | ec a2 | ce B>c| BA A2 :||: ce ec | df fA | ce eA | cB AB | ce eA | df f2 | ce B>c | BA A2 :|
The Fairy Dance,reel,4/4,1/8,Dmaj,|: f2fd f2fd | f2fd cdeg | f2fd gfed | cABc defg :||: a2af b2bf | g2ge a2ag | f2fd gfed |1 cABc defg :|2 cABc d3 ||
The Woman Of The House,reel,4/4,1/8,Gmaj,DBBA B2BA|GABd eBdB|(3ABA GB A2(3Bcd|eB(3BAB eBdB|DBBA B2BA|GABd eBdB|GABG (3ABA GA |BGAG EGD2:||f2fd edBd|edge dABd|f2fd edBd|eaag ea(3aba|f2fd edBd|g2ge dcBA|GABG (3ABA GA |BGAG EGD2:||
Father O'Flynn,jig,6/8,1/8,Dmaj,|:d|dAF DFA|Bed cBA|dcd ede|faf ecA|dAF DFA|Bed cBA|dcd ede|fdd d2:||:g|fdf fga|ece efe|dcd fed|cAA A2=c|BGB Bcd|AFA ABc|dcd efg|fdd d2:||
The Virginia,reel,4/4,1/8,Dmaj,DBBA ~B3A | BAdB AFEF | DF~F2 ~A3B | AFBF AFEF |DBBA ~B3A | BAdB ABde | ~f3e defe | dBAF BE~E2 :||:defe d3A | BAFA dAFA | dffe defg | afbf afeg |~f3d efdB | AF~F2 ABcd | ~f3e defe | dBAF BE~E2 :|
George White's Favourite,reel,4/4,1/8,Gmaj,|:Bd | eB ~B2 eBdB | AGAB GEDE | GB (3BBB GABd | eBdB A2 Bd |eB ~B2 eBdB | AGAB GEDE | GABd gedB | AGAB G2 :|||:de | gede gaba | g2ga gede | dega bgag | eaa^g a2 =ga |bg (3ege d2 de | gede gaba | (3gag (3fgf (3efe dB | AGAB G2 :||
Dick Gossip's,reel,4/4,1/8,Dmaj,|:F2 AF GFED|DFAF GFED|EDEF GFED|~E3 F GFED|F2 AF GFED|DFAF GFED|cdef gece|1 eddc d2 AG:|2 eddc d2 ef|||:gB (3BBB gBaB|gB (3BBB gfed|(3cBA eA fAeA|(3Bcd ef gfef|gB (3BBB gBaB|gB (3BBB gfed|cdef gece|1 eddc d2 ef:|2 eddc d2 AG||
Lucy Campbell,reel,4/4,1/8,Dmaj,| A2 FA A2 dB | A2 FA BE E2 | A2 FA defe | dBAF AD D2 |AD (3FED A2 dB | (3ABA FA BE E2 | ADFA defe | dBAF AD D2 ||dBAB defe | d2 cABE E2 | dBAB defe | dBAF AD D2 |dBAB defe | dB (3BAB gBdB | A2 FA defe | dBAF AD D2 ||a3 f defg | a2 fa be e2 | a3 f defe | dBAF AD D2 |a3 f defg | (3aba fa beef | g3 e f3 e | dBAF AD D2 ||df (3fef dfef | df (3fef afef | dffe f3 e | dBAF AD D2 |df (3fef dfef | df (3fef afef | g3 e f3 e | dBAF AD D2 ||
Soldier's Joy,hornpipe,4/4,1/8,Dmaj,|:AFDF AFDF|A2 d2 d2 cB|AFDF AFDF|G2E2 E2 FG||AFDF AFDF|A2 d2 d2 de|fafd egec|d2 d2 d4:||:fdfd fagf|edcd efge|fdfd fagf|edcB A2 de|fdfd fagf| ecAc efge| fafd egec|d2 d2 d4:||
Cronin's,hornpipe,4/4,1/8,Gmaj,BA|GA Bd dB de|ga ge de ga|ba ge dB GA|BA AG Ac BA|GA Bd dB de|ga ge de ga|ba ge dB Ac|AG GF G2:||:(3efg|af d^c d2 ga|be ed e2 ga|bg (3agf ge dB|BA AG Ac BA|GA Bd dB de|ga ge de ga|ba ge dB AB|G2 GF G2:|
Last Night's Fun,reel,4/4,1/8,Dmaj,|:ADFD A2AB|ADFD EFGB|ADFD A2 Bd| e2fe dBAB:|df (3fff af (3fff|defd e2fe| df (3fff af (3fff|egfe dBAB|dff2 aff2|defd e3f| a2bf afeg|fedc BcdB|
The Cook In The Kitchen,jig,6/8,1/8,Gmaj,|: E | DGG GFG | =FDE ~F3 | DGG GFG | A2 d cAG |DGG GFG | =FDE F2 d | cAG FGA | BGG G2 :|||: A | ~B3 BAG | ~A3 AGF | ~G3 GFG | A2 d cAG |~B3 BAG | ~A3 A2 d | cAG FGA | BGG G2 :|||: B | d2 e f2 g | a2 g fed | cAG FGA | B/c/dB cAG |d2 e f2 g | a2 g fed | cAG FGA | BGG G2 :||
The Leitrim Fancy,jig,6/8,1/8,Dmaj,GBG FAF|E2B BAB|GBG FAF|D2A AFD|GBG FAF|E2B BAB|G2B dBG|ABG FED:|G2B dBd|edB dBA|G2B dBG|ABG FED|G2B dBd|edB def|gfe dBG|ABG FED:|
Smash The Windows,jig,6/8,1/8,Dmaj,|:DED F2A|d2f edA|G2B F2A|E2F GFE|DED F2A|d2f edA|Bgf edc|1 d3 dAF:|2 d3 efg||a2f d2e|f2g agf|g2e =cBc|e2f gfe|a2f d2e|f2g agf|egf edc|d3 efg|a2f d2e|f2g agf|g2e =c2d|e2f gfe|fed gfe|agf bag|egf edc|d3 dAF||
Bonaparte Crossing The Rhine,march,4/4,1/8,Ador,EG|A2 AB AGE2| cdec d2 eg|aged cded| cAGE G2 cB|A2 AB AGE2| cdec d2 eg|aged cAGE| A2 A2 A2:|eg|aged cdeg| agec d2 eg| aged cded|cAGE G2 EG|A2 AB AGEG|cdec d2 eg|aged cABG|A2 (3cBG A2:|
The Dark Island,waltz,3/4,1/8,Gmaj,EG |: A4 A2 | G4 G2 | E3 D C2 | D4 GA |[1 B3 A G2 | B d3 G2 | B3 A G2 | A4 E2 :|[2 B3 D dB | A3 D BA | G6 | G4 Bc ||d2 B2 d2 | B3 A G2 | E3 C E2 | D4 GA |B3 A G2 | B d3 GA | B3 A G2 | A4 E2 |A4 A2 | G4 G2 | E3 D C2 | D4 GA |B3 D dB | A3 D BA | G6 | G6 ||
The Green Mountain,reel,4/4,1/8,Dmaj,"dB|AF~F2 AF[EA,2]F|[DG,2]F~F2 [AF]Bde|fd~d2 edBd|[eA]d[fd]d edBd|AF[~F2G,2] EF~F2|EDFB [eA]Bde|f[fd]~d2 efdB|A[AF][AE]F {DF}D2cd|AF~F2 [AE]DFE|[DA,2]F[AE]F [eA]Bde|f[fd]~d2 edBd|Adfd edBd|AF~F2 [.EA]z~F2|[DA,2]F[AE]F [eA]Bde|fd~d2 efdB|A[AF][AE][AF] [D2G,4] .g/g/g||fgab afdf|~g2gb afe[fd]|fB~B2 [AD2]Bde|~f2fe dB{d}BB|Aa{b}aa ^gbaf|defd {f}e2de|fd~d2 efdB|AFEF [D2G,4]~g2fa~a2 ba(3a^ga|^gaba fdde|fB~B2 {d}B2de|~f2fe dB{d}BB|Aa{b}aa ^gbaf|defd {f}e2de|fd~d2 efdB|AFEF {DF}D2cd||"
The Hag With The Money,jig,6/8,1/8,Dmix,|:Adc A3 | AGE G3 | Adc A3 | GEA GED |Adc A3 | AGE G3 | AGE cde | dcA GED:||K:DMaj|:ABc dcd | fed efe | ABc dcd |eag edc |ABc dcd | fed efg | age cde | dcA GED :||
The Dawning Of The Day,march,4/4,1/8,Dmaj,"D2E2 |F4 F4 F4 E2F2 |A4 A4 B4 A2F2 |D4 E4 D4 D4 |D12 A4 |B6 A2 [C,12B4] d4 |F6 E2 D4 F4 |A4 F4 d4 F4 |E12 A4 |B6 A2 B4 d4 |F6 E2 D4 F4 |A4 F4 d4 F4 |E12 D2E2 |F4 F4 F4 E2F2 |A4 A4 B4 A2F2 |D4 F4 E4 D4 D4 z8 |D12 z4 |]"
Fisher's,hornpipe,4/4,1/8,Gmaj,(3def|:gdBd cedc|BGBd cedc|BGBd Bedc|BdcB AB (3def|gdBd cedc|BGBd cedc|defg agfa|1 g2 b2 g2 (3def:|2 g2 b2 g2 fg|||:afdg afdg |bgdg bgdg|afdf ad'_d'b|agfe dg=fg|ecGc egfe |dBGB dgfe|defg fgaf|1 g2 b2 g2 fg:|2 g2 b2 g2||
The Clumsy Lover,reel,4/4,1/8,Amaj,|:ceef ecBA|dfff =gfed|ceef ecBA|dBBA B2d2|ceef ecBA|dfff =gfed|ceec dAGA|BAAG A4:||:ceea aeec|deea aeed|ceea aeec|dBBA B2d2|ceea aeec|deea aeed|ceec dAGA|BAAG A4:||:ceec ecec|dfff =gfed|ceec ecec|dBBA B2d2|ceec ecec|dfff =gfed|ceec dAGA|BAAG A4:||:caac acac|daad adad|caac acac|Bece deBe|caac acac|daad adad|ceec dAGA|BAAG A4:|
The Carraroe,jig,6/8,1/8,Dmaj,DED F2A|dfe d2A|BAF Adf|afd e2f|DED F2A|dfe d2A|~B3 AFA|1 dAF E2F:|2 dAF E2D||dfa afa|bge edB|dfa afa|bge efe|dfa afa|bge edB|d2B AFA|1 dAF E2D:|2 dAF E2F||
Speed The Plough,reel,4/4,1/8,Dmaj,d3A BAFB|AF~F2 EFDE|F2AF ~G3B|ABdg fgfe|d3A BAFB|AF~F2 EFDE|F2AF GABG|1 ABdg fedc:|2 ABde fdde|||:f2ab afdf|g2fg ed (3Bcd|a2ab afdB|ABde fe~e2|f2ab afdf|g2fg edBA|1 F2AF GABG|ABdg fddg:|2 F2AF ~G3B|ABdg fgfe||
The Scholar,reel,4/4,1/8,Dmaj,|:dfaf gfeg|fdAG FGA=c|BGFG EFGg|fdec dcBA|dfaf gfeg|fdAG FGA=c|BGFG EFGg|fdec d4:||:a2af dfaf|dfaf bagf|g2ge =cege|=cege afgf|a2af dfaf|dfaf bagf|g2gf gbag|fdec d4:|
Rolling In The Barrel,reel,4/4,1/8,Ador,EE~E2 BE~E2 | B2AF DEFD | EGFE BE~E2 | B2Ac BEED |EE~E2 BE~E2 | B2AF DEFD | EGFE BE~E2 | B2Ac BE~E2 ||e2 (3gfe bege | d2df aafd | e2ge bege | dBAc BE~E2 |e2 (3gfe be (3gfe | d2df a2fd | efge fdeB | (3dcB Ac BE~E2 ||
The Galway,hornpipe,4/4,1/8,Dmaj,|:FE|D2 FA dAFD|CDEF G2 FE|D2 FA dcdf|edcB AGFE|D2 FA dAFD|CDEF G2FG|AdcB AGFE|D2 CE D2:||:de|f2 fg fedc|BABc B2 Bd|e2 ef edcB|A2 ce a2 AB|d2 df edAF|GFGA BdcB|AdcB AGFE|D2 CE D2:|
Fred Finn's,reel,4/4,1/8,Dmaj,|: A3F ABde | fdec d2cd | BEE2 ~G3B | AFF2 dFAF |~A3F ABde | fdec d2cd | BAGB ABde | faeg fdd2 :||: fdad bdaf | dfaf gfed | fbba ~b3a | fbba fede |fdad bdaf | dfaf gfed | BAGB ABde | faeg fdd2 :|
Na Ceannabháin Bhána,slip jig,9/8,1/8,Gmaj,B2 G AGE GED |E/F/GE DEG A2 c|BAG AGE GED| E/F/GE DEF G2 A :||Bd/d/d edB BAG |Bd/d/d edB A3|Bd/d/d edB BAG |GED DEF G3 :|]
O'Sullivan's March,jig,6/8,1/8,Gmaj,D |: GBA ABd | edB A2 G | GBA ~B3 |1 AGG G2 D :|2 AGG G2 g |||: e2 g e2 g | ege edB | ded dBd | deB {d}BAG |cBc dcd | e/f/gB A2 G | GBA ~B3 |1 AGG G2 g :|2 AGG G2 D |||: GAB dBA | GAB ~B3 | GAB edB | dBA A2 B |GAB dBA | BAB ~g3 | fed edB |1 dBA A2 D :|2 dBA A2 B |||: dBB gBB | dBB d2 e | dBB gfg | edB A2 B/A/ |GAB dBA | BAB ~g3 | fed edB | dBA A2 B :|
Denis Murphy's,slide,12/8,1/8,Dmaj,|:A2D FED F2A A2f|gfe fed e2d BdB|A2D FED F2A A2f|a2f efe d3 d3:||:d2e f3 gfe f3|gfe fed e2d BdB|d2e f3 gfe f2f|a2f efe d3 d3:|
The Boys Of The Lough,reel,4/4,1/8,Dmaj,dB|:AF (3FFF A2 AB|defd efdB|AF (3FFF ABAF|EDEF E2 FG|AF (3FFF A2 AB|defd efdB|AF (3FFF ABAF|1 EDEF D2 dB:|2 EDEF D2 de|||:faag fgfe|dBBA GBdB|AF (3FFF ABde|fdgf e2 fg|abag fgfe|dBBA GBdB|AF (3FFF ABAF|1 EDEF D2 de:|2 EDEF D2 dB||
The Humours Of Whiskey,slip jig,9/8,1/8,Bmin,"|:""G""gfe ""Bm""fBB fBB|""G""gfe ""Bm""fBB ""A""fga|""G""gfe ""Bm""fBB ""G""efg| ""A""agf efd cBA:|K:Dmaj|:""D""d2e fdf ""A""ecA|""D""d2e fed ""G""gfe|""D""d2e fdf ""G""efg| ""A""agf efd cBA:|"
Martin Wynne's,reel,4/4,1/8,Dmaj,"FBAF E2FE|DB,~B,2 DB,A,2|B,E~E2 FEDE|FABc dcBA|FBAF E2FE|DB,~B,2 DB,A,2|B,E~E2 FEDE|FBBA B2BA:||:FBAF A2FA|(3Bcd eg edde|~f2af egfe|dBAF BAFE|FBAF A2FA|Beeg fdde|~f2af e2ge | dBAF ~B2AB:||"
Maggie's Pancakes,reel,4/4,1/8,Dmaj,fBB2 fgfe|dBAB GBdB|cAAd AAec|afdB ecAc|dBB2 fgfe|dBAB GBdB|cAdc ecA2|afec B4:|f2dB GBdB|caec dBB2|f2dB GBdB|caec Bcde|fdd2 fgfe|dBAB GBdB|cAdA eAA2|afec B4:|
The Belfast,hornpipe,4/4,1/8,Dmaj,|:ag|faef deAF|DFAd f2ef|gbeg deAF|GBAG E2ag|faef deAF|DFAd f2ef|gfed cABc|d2f2 d2:||:DE|GFGA Bcde|fgfe dcdB|A2f2 fef2|G2e2 ede2|GFGA Bcde|fgfe dcdB|Afed cABc|d2f2 d2:||:ag|fgef decd|BcAB G2ba|gafg efde|cdBc A2ag|fgef decd|BcAB GAFG|Efed cABc|d2f2 d2:|
The Dublin,reel,4/4,1/8,Dmaj,|: dFFF dFeF | dFFF AFEF | d2dc dfed | cABG A2Bc :||: eAAA eAfA | eAAA BAFA | e2ed egfe | d2dA BAFA :||: d3c dAFA | dcdA FDFA | d2dc dfed | cABc d3d :|
The Dingle Regatta,slide,12/8,1/8,Dmaj,|:dcd e2d BAB d2B|A3 AGA B2A G2A|dcd e2d BAB d2B|A3 B2A G3 G2A:||:d3 def g3 gfg|a3 aga b2ag2e|d3 def g3 gfg|a2gf2e def g3:||:g3 d3 B3 G3|FGA DEF G2A Bde|g3 d3 B3 G3|FGA DEF G6:|
Kitty's Wedding,hornpipe,4/4,1/8,Dmaj,"|:fe|d2Bd A2FA|BAFA D2 ED|B,DA,D DFBF|AFDF E2fe|d2Bd A2FA|BAFA D2 ED|B,DA,D DFBF|AFEF D2:||:fg|afed bafd|Adfd edBd|DFAd FAde|fdgf e2fg|afed bafd|Adfd edBd|DFAd FAdf|eABc d2:|"
O'Sullivan's March,jig,6/8,1/8,Gmaj,D |: GBA ABd | edB A2 G | GBA ~B3 |1 AGG G2 D :|2 AGG G2 g |||: e2 g e2 g | ege edB | ded dBd | deB {d}BAG |cBc dcd | e/f/gB A2 G | GBA ~B3 |1 AGG G2 g :|2 AGG G2 D |||: GAB dBA | GAB ~B3 | GAB edB | dBA A2 B |GAB dBA | BAB ~g3 | fed edB |1 dBA A2 D :|2 dBA A2 B |||: dBB gBB | dBB d2 e | dBB gfg | edB A2 B/A/ |GAB dBA | BAB ~g3 | fed edB | dBA A2 B :|
Paddy Ryan's Dream,reel,4/4,1/8,Amin,"|:AEDE cABG|EGEC B,CDB,|A,G,A,B, CDEG|cABG ABcB:|Aaa^g aecA|Ggg^f gdBG|Aaa^g aefd|ecdB ABcB|Aaa^g aecA|Ggg^f gdBG|AcBd cedf|edcB ABcB|"
The High Road To Linton,reel,4/4,1/8,Amaj,|:Ac ce a2 ae|fe fg a2 a2|Ac ce a2 ae|fa ec B2 A2:||:ce ea fd df|ec ce d/c/2B B2|ce ea fd df|ea ec B2 A2:||
Jackie Coleman's,reel,4/4,1/8,Dmaj,|:AF F2 EFDE|F2 AF BFAF|E2 BE dEBE|ABde fedB|AFFF EFDE|F2 AF BFAF|E2 BE dEBE|ABde fd d2:||:fddc dfag|fddc dfaf|eA A2 eAfA|eA A2 efge|fddc dfag|fddc dfaf|g2 gf gbag|faeg fd d2:|
The Plains Of Boyle,hornpipe,4/4,1/8,Dmaj,|: FG | AFDE FEDF | (3ABA GB AFD2 | fedf edce | dBAB =cABG |AFDE FEDF | (3ABA GB AFD2 | fedB (3ABA GE | F2D2 D2 :||: fg | afdf g2fe | dfed BAFG | (3ABA FA BAFA | ~A2FA BAfg |afdf g2fe | dfed BAFG | ~A3F GBAG | F2D2 D2 :|
Farrel O'Gara's,reel,4/4,1/8,Dmaj,"A,D(3DDD A,DFA | BGAF GABc |(3dcB (3cBA BGAF |1 (3GFE (3FED EA,CE :|2 GBAG FDD2 ||fd(3ddd fdgd | f2gf edBc |1 (3dcB (3cBA Bcde |fagf e2de :|2 (3dcB (3cBA BGAF | GBAG FDD2 ||"
Lady Anne Montgomery,reel,4/4,1/8,Dmaj,"|:FADA FADA|FAdA BAdA|FAAF E2 EF|DB,A,B, D4|FADA FADA|FAdA B2Bc|dBAF E2 EF|DB,A,B, D4:||:f2 fa fede|fedB ABde|f3 a fede|faaf e2de|f4 fede|fedB ABde|f2 ed BdAd|egfe d4:|"
Devanny's Goat,reel,4/4,1/8,Dmaj,DF F2 AFAB | d2 fe dBAF | DFAF BFAF | E2 ED EGFE |DFAB AFAB | defe dBAf | efdB AF F2 | AFEG FD D2 :||: faab afdf | a2 fd edBd | ABde fd d2 | e2 fd edBd |ABde fd d2 | edfd edBd | A2 dB AF F2 | AFEG FD D2 :|
